,label,theta 0,theta 1,theta 2,theta 3,theta 4,theta 5
28,1.0,103.36876140893418,148.80223497718455,166.87302731500267,56149.36436023755,68377.8578056305,57158.58906131471
29,1.0,181.5380948640057,180.95883439663908,128.56286838957087,55251.48473199724,85001.52084561839,49128.46430617742
30,1.0,100.2600601187719,193.1560865545365,114.54632312718313,55819.99048369573,87408.47352923892,54747.56140757864
31,1.0,170.90794473707913,117.55107009361684,108.20338338961308,58619.85941561565,63472.8090038685,52968.42269289437
32,1.0,114.70640359251016,123.8500879570137,134.95204549236797,54252.78430012495,58991.46357316343,52861.95152305448
33,1.0,182.59776108730867,166.44197030062085,156.54610703098024,55770.86416707511,67768.70275560342,52912.505514440236
34,1.0,171.65619067125698,189.63167553301645,197.91943705489174,55342.716836780346,79739.33482530649,57298.57208645037
35,1.0,180.92496219425684,150.24529899655678,102.26443643803354,58095.38961727114,58040.61523554534,51993.028319573204
36,1.0,116.82573025646715,172.9455927530545,150.95989100665236,54886.22806313528,48163.87924178123,49920.44246855255
37,1.0,111.45706733665284,195.01855435339579,142.4547670365168,56996.45889186339,46587.27960190966,52089.40824876264
38,1.0,138.26583859416002,170.95574410305844,111.779837306391,55131.31751081279,71060.6350177849,48729.041843146995
39,1.0,124.0103475298447,167.25447435075358,114.79069020266839,54654.85204136499,58805.322661262595,54269.428373401344
40,1.0,102.25905440308227,171.0445392111045,160.81725209602098,55685.92892693492,51527.95433231515,48196.598753921506
41,1.0,106.9560352766153,111.23095530220688,174.71795331851902,52656.24414842777,63817.66209658455,50850.473479313434
42,1.0,118.82307450748684,114.93193685522579,133.5251619015068,58103.04020550687,88841.13047869965,47731.610770176834
43,1.0,131.29942697918284,129.09539085513893,161.57057939737024,56405.67414865947,77406.27059184211,48358.04936644843
44,1.0,162.5032574014719,123.96172262574345,113.54569045703919,57501.162710161,64254.11597018984,52963.978616083106
45,1.0,144.75593541063108,160.08844478071077,109.81594888395875,56721.69661392747,67470.95268631387,52087.82728432649
46,1.0,155.26013683369285,145.9808853964795,184.5719265120755,54905.69811057676,72479.04353590184,52253.86081418787
47,1.0,156.2320007894681,159.41968550020502,188.8781188341835,57300.65998180078,66224.59007646608,57484.847334641454
48,1.0,199.48832950724488,179.7081137171972,150.4888795155714,57249.01463070161,87575.13344387263,49497.35583073653
49,1.0,143.61780975862993,157.76548142874722,165.38802213211767,59625.6822432698,49621.53299233768,56044.202876497475
50,1.0,139.04700737954545,145.09175132391476,132.54600662305907,56838.756776231574,70624.43466275578,51161.862269259815
51,1.0,132.29901830926678,116.16249131408125,160.2150564170246,56988.78668556301,65229.12450082177,52093.74176697749
52,1.0,176.92237513548605,106.28030539773422,128.64729355016743,54747.984717696396,60417.91477002349,50906.481865428774
53,1.0,114.83052460243026,127.7232848132435,174.75698808592944,58036.141670992554,68132.5319933088,50066.522438485306
54,1.0,145.52041192349648,106.87923575858476,153.04435518274744,56583.35866029389,47199.672249037656,56640.86814349593
55,1.0,176.5669319664843,103.09833825067015,190.3653617081818,59548.06761460272,52480.77154087287,53500.42615312091
56,1.0,117.89249566161305,101.61564650079376,140.75334463602854,57533.48783454235,86038.49667949558,46712.63079838979
57,1.0,176.16363845106468,118.95866983063877,117.73152691898602,60382.85908717845,81872.57437775654,53203.95740582599
58,1.0,136.19979572342262,133.00713535438445,187.5318056875562,58357.66679937266,76567.04855687247,51892.7471827983
59,1.0,105.1843605935046,102.85928788198713,173.3160912071196,57854.247419571104,88310.12391243229,52734.28438964741
60,1.0,126.63722755151991,110.00913259997901,168.12053278860952,55988.35522157035,75979.59505839564,53736.694509970446
61,1.0,176.94461998350167,165.82913992800593,145.0327979426575,55939.501386409254,55961.54568208516,50106.8089707622
62,1.0,170.70869958660927,160.26271977088894,196.80546692198362,58376.64536618564,68625.61733623645,52022.7525000877
63,1.0,134.37715730874055,178.07161081871692,175.82168798737274,56292.81706555529,70353.15749176379,49485.327624686644
64,1.0,174.9899202812202,188.8747072639593,188.24271632515672,56901.86365476251,85653.96494301262,54225.475051821355
65,1.0,109.95172239060832,109.8908134420251,193.7622288442726,55489.07474235626,84914.4303265482,48873.035043676355
66,1.0,123.6171325814737,198.9267279657018,130.9900303187098,57438.11209490594,64108.0648448515,51042.37700017626
67,1.0,197.89195950688008,109.85776648143568,185.37850517917445,58549.806081896415,82952.73819135674,49306.5779337261
68,1.0,166.70012547022606,119.5926443785943,198.6595936669296,57867.97312968083,48760.746444997996,55132.529003695636
69,1.0,178.84846839970504,106.0719720765799,187.3766857600076,60471.98382285812,51273.214080405945,48666.10492079558
70,1.0,193.54037014959758,120.69693255479953,117.60470995198189,59023.33864196097,53153.95972456654,50149.10211516887
71,1.0,189.4352749046209,166.442904988139,147.69618011735378,58629.76244714316,73134.83772082656,53063.863317057134
72,1.0,106.02872231437067,177.12764507399106,164.1110945546362,57238.97213007029,50746.04188539479,54838.99204449877
73,1.0,149.22811369895558,101.47810447267315,144.93946267074637,58354.23218574069,88279.85266396921,47070.90690528215
74,1.0,109.10048301609645,177.1577411984438,170.93493754307957,53787.3476521977,65128.65101916953,52285.31186105897
75,1.0,188.27366981234798,150.4047970729692,114.33849254841542,58136.23723780035,84592.91737598974,51811.162861571116
76,1.0,179.29462384818282,112.22517545913368,189.9368989216555,58651.11365136797,83269.88165470862,50972.145847562395
77,1.0,143.68204347082212,152.37795505055044,108.57641326632762,54395.104646869084,60226.887355091036,48312.17379710662
78,1.0,166.79335835599204,171.74207380676071,184.69426523395367,55481.947240957496,55799.05813351809,52734.61091432042
79,1.0,150.4018412374257,129.3989768282247,192.5517105553336,54441.06695606952,87384.96578705174,54120.477012684394
80,1.0,126.02572371277941,136.7945838354396,127.97157218904181,54164.1173834583,79799.23014976582,54463.30512271931
81,1.0,105.02659104162163,194.92932416067123,187.09801066031713,54471.76900382575,65708.6062990948,56801.85660937776
82,1.0,143.8299681301201,167.60602091800888,111.93410051150376,57747.0059782657,81890.2170770966,47181.92150472373
83,1.0,174.62808362571224,156.6203809998558,176.1191894363395,58726.57328323045,61232.119221053465,51745.13451590936
84,1.0,115.40839719188702,125.12272343485402,116.5459964971289,55976.65491547517,77148.9426507923,47076.81236722563
85,1.0,166.85770795839375,134.33730045699414,147.404398861257,56974.09644723853,61436.52999477209,54810.90821599466
86,1.0,148.04773787854066,199.90222122398004,173.22594419185265,58781.08834069724,54485.69454790057,50279.147413183644
87,1.0,157.7078118605176,141.42535704171615,183.75712042432482,54767.959159177626,81536.4850334161,51442.37309780479
88,1.0,167.46942857253208,175.81208852508047,178.1351138504864,59721.84968344468,58373.800833666035,57361.71675012805
89,1.0,137.57414480317317,100.36707800495903,116.036374674477,55652.77833487994,72531.36358991085,47349.53010700747
90,1.0,145.11380533345041,129.39756864307174,124.29448826715628,56754.99511501702,56652.574235010135,49072.00486694249
91,1.0,185.31672683910267,156.90381683517415,103.76219083874012,56691.12863416157,47236.03382957459,54821.52059769133
92,1.0,177.99139233147895,128.88431423940642,138.31043167539417,59377.77539050715,85326.02041962938,50884.77767051522
93,1.0,144.90150192753836,116.89480365308053,149.94749202291752,55318.379669395945,71804.9178123005,54847.21472986544
94,1.0,120.66927379033021,170.78873834566394,102.51425004649965,57534.88004712245,47598.01504769703,49634.74764951707
95,1.0,163.64758041200827,128.33326616722286,178.1894914673859,57164.11041057606,53399.34892218288,52147.55785078535
96,1.0,160.40163137953314,116.25016699683238,118.25887409803006,59343.368745719905,82689.02421924574,52352.19973542853
97,1.0,173.3385242786128,176.02481682946637,167.4982301613787,60624.49382255527,85628.66712354025,51502.67777121095
98,1.0,176.7606757172431,103.65495115840412,198.1835072066125,60538.31434265236,80723.39034862453,50059.19930148332
99,1.0,160.00136679013505,188.6810804735291,102.1934712210472,56817.80290614809,59998.94467485923,52226.21511511251
100,1.0,126.10368542880556,154.52103727207148,182.9047155307661,52905.17038125498,67962.35264645293,52296.83553003414
101,1.0,195.086209871663,178.9447775153434,152.13718290861755,56497.79009544078,77789.47067538116,53597.57557388012
102,1.0,178.40624186906706,150.88961704557008,107.04692442514097,56353.335963200836,56803.905786501666,49167.548111462216
103,1.0,190.55389977901342,163.62731832070298,141.65992738109307,60889.93273899516,49368.34726016792,51153.546143176165
104,1.0,173.2646852290689,192.44360363885363,122.13259916792789,59905.85747779993,81012.80762655819,51703.0621561623
105,1.0,181.10521887233654,101.24992152108837,136.6814647925864,57935.24413773713,50765.10235821398,51293.706109197505
106,1.0,165.9909058619545,174.7044115486584,187.49273688459584,55068.32766788305,73129.08757474046,50879.3845048799
107,1.0,170.80137886758195,116.26475461151588,156.98062752272682,59919.58315749842,46498.01666477613,50316.04279533567
108,1.0,120.99488447071124,164.36434649609618,124.05468759052619,55295.548659498156,50811.833220309505,48171.25542476587
109,1.0,107.53335699443298,184.73821083726904,178.14174740465074,54969.611830446695,59219.88981793799,55125.443686152554
110,1.0,159.54447418233875,192.40398260595262,160.2952540207719,58559.17597246005,55561.60826480147,48913.843417346085
111,1.0,194.47213480130472,168.11572110346194,106.47524795093312,56041.89690337972,66079.59738144037,53672.40647870832
112,1.0,148.06219084238285,155.46168355434946,165.11662109318183,55487.59581722706,74404.08064358763,54161.28411482423
113,1.0,161.9515991116748,143.64927201683446,118.91101299784471,54986.36089545743,56265.116346701965,53724.771130468514
114,1.0,105.34256504793319,154.51983101476364,147.66800991921227,55517.977178695255,77514.24055565005,55081.390038467915
115,1.0,171.6336660365925,197.96122495108705,120.41681880703177,60212.36261484982,47847.597402210675,47348.53932379005
116,1.0,107.18963431746187,159.83517792556833,160.8547515320974,55910.95457163502,75290.54605445609,50294.37505661377
117,1.0,126.3155970240438,154.20844833271818,173.9884565462119,53918.409740430696,63278.56478620457,52529.79180426534
118,1.0,160.12298915158522,172.07693086224714,189.9353446421734,57276.60026482945,75901.508819203,54550.392447053484
119,1.0,198.97134324703023,146.43403324223863,164.69752447325993,56756.04484159951,77070.20507514663,55028.614356546175
120,1.0,133.39921161725772,137.08494576459933,151.49300826446182,56266.15615623091,78526.20272555016,54009.638525013106
121,1.0,132.6102934481011,179.80603165027253,116.38908259294067,56406.80803736394,85257.20445183016,51937.814204912174
122,1.0,186.9582301686747,199.3098311117027,169.98973125676147,56491.21409969821,50434.058847252665,52269.411124565624
123,1.0,110.30723603043947,158.5526742583544,167.97249662755559,56600.39938913348,83689.97518274508,52646.280313547504
124,1.0,160.24599809206288,136.2774159156014,153.16855434759887,54497.150977860314,67628.32152974483,51519.09144106808
0,2.0,126.3035126534753,125.37277374070223,106.97068005568974,56098.878810289585,47704.44661074713,60777.62305952643
1,2.0,139.16694149514257,105.07604459143478,181.00160498877898,57188.047191069214,86173.95417018299,63847.488780193686
2,2.0,150.90661817853928,188.14939396430108,125.5688695685641,57219.82270099443,57760.40978624176,58326.65965318841
3,2.0,136.54240902892985,185.83313626115395,113.98279196790466,57481.95828187258,66368.28257472579,61525.876680336296
4,2.0,150.9155291932879,142.73627783554488,177.70056419130697,58233.530586962224,61133.92508525816,59168.51477052955
5,2.0,184.93438217844312,163.79633328133974,170.09244930289313,57946.98871645884,51252.999714623445,61467.33802148063
6,2.0,182.99988237378142,114.96195563220539,110.51093543437219,56626.59060412626,61558.343830105456,61353.58967514425
7,2.0,145.07802087945373,148.14380156943162,185.99842210538952,55471.5751917645,87208.88940880925,62485.27889773338
8,2.0,163.45611398882286,140.36624335083118,122.64562188765117,58070.35629392888,57822.7847164428,60962.41459078302
9,2.0,195.39478297416713,127.74836671794176,167.15705553679408,56537.606306993606,51903.32382631771,65660.65851584525
10,2.0,195.58141990568558,146.734426400122,126.6457203531304,56020.346319450386,65243.836406467075,58383.49350549148
11,2.0,133.63797903671932,177.3245505155819,131.0287182201511,57081.631381347295,45004.84076343975,57763.48345124867
12,2.0,131.6581699765971,144.98735500652418,132.14409280192322,55714.47733760791,52470.321800065634,64725.3057165451
13,2.0,120.12002356231751,197.32519696582443,123.25945244274193,53490.02629810912,47516.345931874755,59013.2803148753
14,2.0,157.87780479078518,119.29152342506895,146.3945280682762,56604.390640770696,67771.80017953904,64345.73249714243
15,2.0,132.64974116861964,124.9710879094637,119.04115331442897,59297.09376814563,87971.90739131244,51688.5245436837
16,2.0,175.6405009753724,195.362608292623,109.36951352812517,57656.5415903889,75735.90445522693,56982.46906221099
17,2.0,175.64202211504107,167.11108479383046,177.36226662326257,58468.30677025119,53901.74727346847,60936.63935776964
18,2.0,120.50256491441337,133.7524037837584,137.22487262545695,53091.723005700675,69116.51880743852,64522.45559981317
19,2.0,178.7384784498969,152.30302737521197,176.87848317492035,57071.075843511586,76161.00599989007,62572.43819034482
20,2.0,124.71170244143657,190.47529411972704,194.01538155804923,54466.58048354604,64709.30811660461,65431.63273551247
21,2.0,190.907341042527,143.65793855215432,175.8882648409815,60094.71490881503,82477.40196139785,61963.883046698946
22,2.0,162.9831458525606,123.96719532289086,117.61755695216061,56541.73101349374,74136.96456510731,59005.766582201366
23,2.0,120.02839740238961,189.8453145611307,123.32156853604877,56553.58755316088,51964.22635969049,58413.349832343905
24,2.0,191.02069869975713,176.38185932879307,145.15822908459268,57877.188261910866,76629.0832683258,57149.862068131275
25,2.0,187.22294654306882,162.784835520586,176.26942436246912,57872.23577591764,51363.354871278185,59508.06578644162
26,2.0,154.3178509196458,173.55788264342078,134.2154469521219,55410.70107384671,50870.536148003215,66320.08631051882
27,2.0,112.16667847916513,169.34790804323657,192.75523698772983,54593.86385873348,68493.52906573015,64501.04763621517
28,2.0,145.6998664507583,157.73925126265814,139.11633925486208,55272.5390355125,69668.47825028397,61582.93710926743
29,2.0,141.38727709284433,124.9429652828062,194.28201413007778,59373.07485016158,64340.83602699889,57915.57302944112
30,2.0,145.79309880288372,165.8789518876564,195.31332515665702,54850.12916866968,54471.13322068848,60063.4101250445
31,2.0,108.49709512375027,190.4332306430993,121.31813588617624,55246.27819714224,73555.2433459355,61711.37492144437
32,2.0,107.23929597888994,197.38608560869966,173.52319685114549,56505.24823605491,46516.243622186215,59581.80565157875
33,2.0,131.4431051127794,169.64590240338384,142.40790415843028,58245.72245917174,51868.8471597761,61233.25320883124
34,2.0,155.5907247283578,101.0431691283612,145.03930480471976,57947.22470760475,86086.59096435974,63614.19454112909
35,2.0,127.2951747514791,189.67548119065253,136.73668851377485,53724.78629912769,48943.587444913945,59908.73587844924
36,2.0,169.93968444243967,144.57104508387263,120.48458924394404,59464.53792751786,80087.70728892996,57687.822721085366
37,2.0,183.73783316426193,142.19151571022147,113.72669140595852,60536.05964332108,50299.68747952446,56286.272545428335
38,2.0,190.17470602391933,108.54389108863207,196.51914996448207,58551.11045100159,83127.11010007482,64217.09604864914
39,2.0,162.3655375656529,172.27821500244465,190.347069716073,56602.919214972026,58180.64208487528,64639.94877925657
40,2.0,182.90950797860938,122.44259774367798,120.66388023068775,57458.5508730492,48572.06156620172,59501.662907701095
41,2.0,183.11304532450367,166.6396948470309,137.9084794091284,57993.21987182707,89086.1329253783,62651.289030279564
42,2.0,132.6243671053781,109.67817260349223,185.66118962810057,56491.12034855648,59870.192850572814,60334.44463325064
43,2.0,158.8735293873454,163.57703904324674,115.2289445595557,59525.95773783055,48453.439625611005,51904.57666660964
44,2.0,103.58294996297381,180.66748719126173,197.81869460185717,55533.667656961064,75569.91934461913,60952.65977944681
45,2.0,137.11029749458072,197.38123955846865,186.37289044603762,53623.597758578864,84716.42770643288,67749.38118352406
46,2.0,180.170174031811,108.01468140548323,116.85761494766973,60228.464991473724,78496.51165525592,59807.63092289305
47,2.0,113.31232998632677,106.3895038290989,129.87323046701488,58060.39259827812,67320.31931528477,58556.10454747175
48,2.0,130.63804363993128,119.16082707408326,172.7719466696404,56959.99631652258,50663.407441505005,61839.02457638184
49,2.0,185.19875534187523,118.07641093448174,111.2997253924897,59536.20893728899,77575.5522645349,54869.96304615789
50,2.0,121.36310155808773,131.4632801871718,148.57239467538102,58367.9229900458,84242.83413581352,59229.41955469889
51,2.0,158.23171096938697,145.1070354107174,141.89765360394793,58660.36331857485,56098.65601778818,60876.15048912783
52,2.0,154.97855524593444,123.10332119227436,139.8333696290815,59659.386546636364,81126.41248331111,56680.09901406397
53,2.0,192.67388809572677,157.00978661213202,172.33823910611648,55424.96730466331,81982.31363557157,62922.09271355179
54,2.0,151.3726411770482,174.0871703118743,133.08267853185203,59168.86195469769,66785.70834964875,61467.09399166707
55,2.0,114.546388788566,150.47074364548138,161.7346156694394,54436.26796971419,69498.95801915486,60018.96542830707
56,2.0,187.8312857343786,141.0655815975691,144.29775268811744,59884.310978504356,51070.26744361643,55778.0073884043
57,2.0,121.13849480123038,121.25634497324104,123.24767508970622,57446.355530326175,72637.3979232015,57306.110583772315
58,2.0,175.97851455875974,135.6718141822237,136.41019689461683,57753.295034121315,76656.34392512942,62610.05076503656
59,2.0,137.14351357685524,139.58576318922576,130.29242350200371,58025.425939445544,50518.605436987586,54921.473672571585
60,2.0,134.35044476179002,133.79770639958033,146.68241023222106,56033.17613799879,58103.5265440378,57821.94144744
61,2.0,151.42263313394687,150.2675522643213,153.6019171366179,54369.16081613916,56697.05958474066,64292.97535712961
62,2.0,135.61217842218804,106.9963874124967,131.79917970815166,55367.46895394163,54232.990006759734,64233.82729518117
63,2.0,120.34603580286169,107.41036454073003,143.35593416531958,55678.444631118095,53252.934209176834,65219.96572898318
64,2.0,102.27364937488898,120.43088292303918,189.85862037101464,57145.52843214976,50605.85614587449,63990.27340544456
65,2.0,174.868736442753,161.99775751657435,153.10965300918562,58706.64212648511,48082.05115974565,57727.798780034056
66,2.0,151.62114714854928,146.93542690858862,139.82742195144033,57047.04551861936,60847.88767843358,56946.31225854447
67,2.0,136.9920702310797,177.30264986419718,187.6208180318729,55385.84892520075,79788.31928760806,63653.43541007869
68,2.0,145.65657905595577,123.036174423686,112.03629050410242,54525.44433005224,69168.31467675418,61978.40418094018
69,2.0,163.59256556067882,161.03596324629578,164.04682231183926,56163.32875244881,66389.71967131906,66204.9739979176
70,2.0,192.1311996269693,136.61728735076176,105.2563851732542,59071.928332169984,70758.54139273491,60790.756735302435
71,2.0,146.10967627350888,195.00573238157244,111.89943686421047,59305.451107669614,65534.715616920665,58802.99202861769
72,2.0,105.6022322546306,125.59281545338033,174.565163359962,55178.23760447587,80774.55199681419,56703.27697376888
73,2.0,144.99726344415595,104.89494078640955,154.91690186069343,55202.20106314522,69154.64840864642,61163.343188340485
74,2.0,171.80513374253553,105.38438940059288,169.1536376305304,59383.93138266519,45623.0669521222,57828.9757285824
75,2.0,109.11125625482168,123.56431877509088,155.16363624646402,52381.19524789498,79514.95114450873,66570.30684051555
76,2.0,160.9806929689061,127.47030220003002,107.86704966216493,59831.50490995335,86603.54364656183,58788.85865834876
77,2.0,111.55172408743267,185.76745674830119,158.31956081216273,53452.7603201712,87361.31466101953,59920.854073802606
78,2.0,157.72976342603292,103.3559542754282,189.5456771295627,57345.72500024771,78159.83892890986,63555.59407072618
79,2.0,139.7099387821607,173.9413664445422,126.5370907193861,58811.00074760747,54897.1046840473,57337.15018447068
80,2.0,159.21879517806414,161.59463971949026,107.39574418940961,59005.1701470594,70795.97245802524,55321.66383634371
81,2.0,151.07435314971312,133.59514462157782,142.97662139149907,54729.45275209087,61854.59841178509,60802.984143069465
82,2.0,140.67834121020178,184.82097831142,171.3624254221193,54195.97572659747,84329.83156473047,66624.01456841949
83,2.0,163.70879625508988,171.702413496914,113.76192783154507,55691.20357854084,61906.34258925612,57544.07000202593
84,2.0,165.19815346791154,176.02232646681645,121.27659835433275,58228.05092464634,81004.71007609888,53902.0247591684
85,2.0,153.74878119283835,149.49274632257521,126.23688072499246,54277.744904439096,77035.99220842047,64258.77478852011
86,2.0,158.42093006493704,112.22795555053176,180.0788575422284,58234.045620592675,68393.7922139725,61580.02630892563
87,2.0,138.43255526784583,183.85588778630625,173.5765063318795,58769.51362024841,82137.42322164829,62576.81836288461
88,2.0,168.4204509824804,145.69011247884072,160.28499116863998,57746.319510998335,60467.46504386895,58056.01941619972
89,2.0,102.20060857301668,185.8914980983917,166.02954580134428,55893.6522010548,88960.83182575749,55448.8424812293
90,2.0,156.79165769268027,104.19543752634902,124.34786576768377,58812.57152751806,50021.52338793779,55572.77260051458
91,2.0,128.04571165445378,115.7741152881951,106.21443027233931,58007.698018945885,82917.57431369458,61796.56737165789
92,2.0,147.86234922335558,104.92419891331429,135.42529690777764,54438.49755744343,68165.9893256049,66576.41022450624
93,2.0,134.88561705823426,124.76661121731209,153.16732405916133,57555.616192387126,87551.37938425079,54659.11216120988
94,2.0,152.61232692668625,137.76030716145684,101.73183309333803,54176.50502710246,46323.679158195366,61081.09937767188
95,2.0,199.24975790699,159.57122986016077,115.52696333526438,60011.00940778639,69204.03724403701,60093.436665470836
96,2.0,123.05399988667871,157.9827054158556,123.09008314201263,55335.56025559982,61209.121651347705,61215.405103256126
97,2.0,131.2262405701802,108.67583182360181,161.1511650144983,58353.2946476003,59319.64539040717,57270.8669463291
98,2.0,130.7559561918555,107.40138282652501,194.75844421199872,56184.39645227256,80588.53806366489,64891.49189225858
99,2.0,174.3348425798958,108.26324172823152,193.32371282432075,56413.05386327284,55017.77493439388,65296.77184171165
100,2.0,103.69573651552746,174.4165924043972,170.82065593702086,55312.153265909714,67106.05082097006,62138.94322034325
101,2.0,169.42616069452745,198.80492777752187,164.6484670776936,59512.10219249812,54445.674557231265,58597.718280033936
102,2.0,199.02341079947638,179.92242228435754,117.76910866449998,55700.01286734471,56148.975460161164,64126.24743749347
103,2.0,116.29411661851009,138.1149945564831,195.81367629739793,54098.72623901516,74345.72623450661,59979.512003383636
104,2.0,180.15406781641275,198.14608073683462,159.2739244275923,58845.87780244241,48692.9211647636,60576.14553909472
105,2.0,136.89407729111167,117.4274330296759,119.4325863716753,56767.03714513377,85167.54555911405,55401.451044548376
106,2.0,199.96311182030536,169.78856734849703,154.12766137011107,59958.84095295869,78642.0702137358,56587.76775447406
107,2.0,109.31610579698128,153.1457819810726,179.57607184366628,55027.227449193735,68366.65495171415,60201.41108424551
108,2.0,163.3052240437948,130.57409735826062,186.63025226181276,60041.955884458745,47404.778984823315,56403.43564710917
109,2.0,109.86037767483589,160.58839043568915,107.48759635959541,54734.972258820504,79139.72818075973,57479.51446093927
110,2.0,125.27607583274676,133.4751249583849,178.7933644974695,55680.38550129226,46389.06883400767,58243.81213917937
111,2.0,182.6405642310399,156.91598281201792,112.14896397723689,59211.16652708203,66870.78617337694,56914.82273640767
112,2.0,103.2181791016338,119.68115508385631,122.3834940694909,55866.88997130196,45895.77077671256,58444.521897644656
113,2.0,197.612055498228,191.93448901445174,112.00452879535452,57361.458966037935,84351.25458840733,62326.72441129751
114,2.0,118.48867401077274,197.95452925850293,114.171285356339,56299.59697801295,49635.52643732607,56932.4658441153
115,2.0,102.54469769554399,111.03900762210557,111.96814082578966,54252.566689729094,80682.8999305235,57758.48917258462
116,2.0,107.61094926763539,189.95213519404993,148.92889806787204,55642.56589705178,63817.530996891874,60379.4863123192
117,2.0,196.53505680341368,119.36723623031457,119.80399518714667,59895.20719126072,85553.71711477346,58844.78253368555
118,2.0,114.24909201176315,130.33047882302193,154.44239398333457,57681.432607273164,49339.19729922449,55949.66705649058
119,2.0,187.64717674030805,108.77610555454778,121.7144679790708,55964.31256231737,83677.60244917462,60588.38925038853
120,2.0,181.59030291053043,135.2954393640016,111.32662275834264,58571.80277494247,61032.913446099126,55899.542752586276
121,2.0,193.93328955019774,134.37254527706173,123.35111286685813,55869.06865470864,50283.34236618939,65936.17043031724
122,2.0,110.42757275900325,126.82497761893218,132.82524552215233,52560.33607013743,84360.40524504983,59407.11450573332
123,2.0,170.43151398751093,126.87377733060393,186.87048067610112,56097.88135558198,83675.56188104815,66547.52616812848
124,2.0,105.83006890553882,138.93799675558944,101.586137250345,55649.29098791108,55592.18321843305,53314.2300057677
0,3.0,151.52068430115378,140.77688376117862,194.3875312989372,77506.21039566527,58126.213406720715,56332.73287518897
1,3.0,178.83996337408465,176.90640129572245,152.29934750638728,78906.14567995362,51989.60482433144,52635.50869192017
2,3.0,129.40941486756893,178.02763135083808,157.4668205413754,79304.64754996749,60824.874751260715,52607.66713485332
3,3.0,137.28364070259573,170.58655879282122,172.09397998987998,72531.75281262308,60436.66125049371,54710.195288501236
4,3.0,185.89552882444042,146.66502367938446,119.37176643966954,80454.00562813989,71422.90820272462,50214.316919601304
5,3.0,164.20923259376565,137.25309882547563,189.69461549342788,75406.34975427747,57553.116823839526,54387.63587219777
6,3.0,189.98154163708915,131.27017308578297,128.36549947713635,78753.80804055042,85278.62004683034,50276.8339485974
7,3.0,144.90969634750266,101.8795204836157,197.0332234552989,79585.47639382859,86733.64611975127,54975.4565829407
